Text,Numerical Rating,predict
"“This is the first time the Department of Justice is prosecuting someone for illegally importing greenhouse gases, and it will not be the last..",3,FALSE
"Since January 2022, EPA and CBP have denied entry to over 80 shipments of illegal HFCs..",3,FALSE
"Today, the United States Environmental Protection Agency (EPA) issued a final rule establishing a comprehensive program to cap and phase down the production and consumption of climate-damaging hyd...",3,FALSE
"Today, March 21, 2024, the US Environmental Protection Agency announced a settlement with Resonac America Inc. to address the company’s illegal import of hydrofluorocarbons (HFCs) at the Port of L...",3,FALSE
"Today, April 15, the US Environmental Protection Agency denied a petition to remove stationary combustion turbines from the list of sources subject to regulation for emissions of air toxics, maint...",3,FALSE
"EPA is finalizing this rule as sales of clean vehicles, including plug-in hybrid and fully electric vehicles, hit record highs last year..",3,FALSE
"Today, April 9, the US Environmental Protection Agency issued a final rule that will significantly reduce toxic air pollution from chemical plants, including ethylene oxide and chloroprene..",3,FALSE
"In addition, through implementation of the 2015 CCR rule, EPA found “historic” disposal units that are leaking and contaminating groundwater at currently regulated power plants, but which were exe...",3,FALSE
"Petitioners requested EPA remove, or “delist,” combustion turbines, saying that cancer risks from this source category were below 1-in-1 million and would meet the statutory “delisting” threshold..",3,FALSE
"For neoprene production sources, EPA is setting a 90-day deadline for beginning fenceline monitoring of chloroprene emissions..",3,FALSE
A recent poll released by the Lung Association found that a strong majority of voters support the EPA setting stricter limits on emissions from light-duty vehicles like cars or trucks..,3,FALSE
"Today, the US Environmental Protection Agency (EPA) announced a new effort under the Toxic Substances Control Act (TSCA) to streamline the review of new chemicals that could be used to displace cu...",3,FALSE
"Third, in January 2024 EPA proposed a rule to implement Congress’ requirement for a Waste Emissions Charge..",3,FALSE
All three selected applicants surpassed the program requirement of dedicating a minimum of 40% of capital to low-income and disadvantaged communities..,3,TRUE
"As part of President Biden’s Investing in America agenda, the US Environmental Protection Agency and the US Department of Energy today released a Funding Opportunity Announcement (FOA) for up to $...",3,TRUE
"Today, the US Environmental Protection Agency (EPA) announced the availability of $50 million in grant funding from President Biden’s Bipartisan Infrastructure Law to help states, Tribes and terri...",3,TRUE
"The new program builds on the success of EPA’s Ports Initiative and the Diesel Emissions Reduction Act programs, which have invested over $196 million to implement 207 diesel emissions reduction p...",3,TRUE
I am especially proud that EPA has secured commitments from today’s awardees that over 70 percent of the capital – over $14 billion – will go to low-income and disadvantaged communities..,3,FALSE
The Climate Pollution Reduction Grants program created under the Inflation Reduction Act — the largest climate investment in history — is enabling community-driven solutions to the climate crisis ...,3,FALSE
"EPA’s $5 billion Clean School Bus Program, created by President Biden’s Bipartisan Infrastructure Law, includes both a grant program where selected applicants are awarded funds to purchase buses, ...",3,FALSE
"Background, , In 2019 and 2020, EPA awarded a total of  more than $110,000  and more than $3 million in cooperative agreement grants, respectively..",3,FALSE
EPA estimates that the grants will be awarded by fall 2024..,3,FALSE
"Prioritized school districts in low-income, rural, and/or Tribal communities make up approximately 86% of the projects selected for funding..",3,FALSE
Today’s announcement builds on $550 million announced last week for EPA’s new Environmental Justice Thriving Communities Grantmaking program and $100 million announced earlier this year for enviro...,3,FALSE
"Docket 4: Funding to Address Air Pollution, , EPA received over $300 million in funding to support the agency’s air quality mission by investing in a range of activities that will increase monitor...",3,FALSE
EPA recently announced the launch of the $3 billion Clean Ports Program to help tackle emissions from heavy-duty vehicles both in and out of US port communities..,3,FALSE
"GWA receives some grant funding from EPA for wastewater and drinking water projects, including $50 million in Bipartisan Infrastructure Law funding over the past two years..",3,FALSE
"EPA initiatives to protect children’s health include:, , EPA’s Clean Bus Program will invest $5 billion over the next 5 years to replace existing diesel school buses with zero-emission and low-emi...",3,FALSE
"The US Environmental Protection Agency (EPA) and the Philippines Department of Environment and Natural Resources (DENR) established a memorandum of understanding (MOU) on Tuesday, November 14, 202...",3,FALSE
"Climate United Fund’s program will focus on investing in harder-to-reach market segments like consumers, small businesses, small farms, community facilities, and schools—with at least 60% of its i...",3,FALSE
"Today, the US Environmental Protection Agency (EPA) announces the selection of 11 organizations expected to receive a total of approximately $2 million in funding to divert food waste from landfil...",3,FALSE
The funding opportunities were created under President Biden’s Inflation Reduction Act — the largest climate investment in history — and will advance environmental justice by reducing diesel pollu...,3,FALSE
"“Replacing older, more polluting diesel vehicles and equipment with cleaner new alternatives will reduce harmful diesel exhaust in nearby communities while supporting local economies.”, , A total ...",3,FALSE
"This section establishes a wide range of eligible applicants that includes individuals, state, local and Tribal Air pollution control agencies, and other public or nonprofit private agencies, inst...",3,FALSE
"In addition, EPA made available about $32 million for states and territories to improve solid waste management planning, data collection and implementation of plans..",3,FALSE
"The Grant Funding to Address Indoor Air Pollution at Schools Program, , EPA anticipates awarding four to six grants of $5 million to $8 million to support five years of school indoor air quality a...",3,FALSE
"Additionally, EPA recently announced the launch of the $3 billion Clean Ports Program to help tackle emissions from ports, including the movement of heavy-duty vehicles both in and out of communit...",3,FALSE
The US Environmental Protection Agency (EPA) and the US Department of Energy (DOE) announced a Notice of Intent (NOI) today to make funds available to help measure and reduce methane emissions fro...,3,FALSE
"Achieve a private capital mobilization ratio of nearly 7 times, with every dollar in grant funds leveraged for almost seven dollars in private funds over the next seven years—turning $20 billion o...",3,FALSE
"Tribes have a set-aside of $25 million, for grants up to $500,000 for a single Tribe or $1 million for groups of 2 or more..",3,FALSE
"Today, the US Environmental Protection Agency (EPA) announced initial public engagement and input opportunities for a subset of new and existing programs funded by President Biden’s Inflation Redu...",3,FALSE
The US Environmental Protection Agency on Thursday announced the availability of up to $32 million to address indoor air pollution in schools as part of President Biden’s Investing in America agen...,3,FALSE
"Investing in projects from our $30 billion pipeline and working with all community lenders, we and other award winners will prove that public-private investment delivers cheap, clean power fast to...",3,FALSE
"GHG Corporate Reporting, , Funding includes $5 million to enhance standardization and transparency of corporate climate action commitments and plans to reduce greenhouse gas emissions, enhance tra...",3,FALSE
"Today’s investments are just the beginning – they will be multiplied seven times over to turbocharge our transition to a clean energy economy,” said US Senator Chris Van Hollen, who first introduc...",3,FALSE
"Funds are slated to support the purchase of approximately 2,700 buses, 95% of which will be electric..",3,FALSE
"EPA received $41.5 billion in appropriations to develop and support 24 new and existing programs that monitor and reduce greenhouse gas emissions and air pollution, protect health and advance envi...",3,FALSE
"Today, March 14, the US Environmental Protection Agency (EPA) announced nearly $1.2 million, in funding to 16 college student teams to research and develop innovative solutions that address enviro...",3,FALSE
"And they will dedicate over $14 billion of capital—over 70% of the selections for awards announced today—toward low-income and disadvantaged communities, making the Greenhouse Gas Reduction Fund t...",3,FALSE
"Today, the US Environmental Protection Agency (EPA) announced a direct award of $8.8 million through President Biden’s Investing in America Agenda to Northeast States for Coordinated Air Use Manag...",3,FALSE
"In April 2023, EPA announced the availability of at least $400 million for its 2023 Clean School Bus Grants through a Notice of Funding Opportunity..",3,FALSE
"Additionally, the Inflation Reduction Act statute requires that at least $400 million of the program’s funding go to projects that will serve one or more communities dealing with significant pollu...",3,FALSE
"Today, April 22, as the Biden-Harris Administration celebrates Earth Day, the US Environmental Protection Agency announced 60 selectees that will receive $7 billion in grant awards through the Sol...",3,FALSE
EPA is prioritizing environmental justice by ensuring nearly half of the funds announced today will be awarded to projects or recipients located in underserved communities..,3,FALSE
"In 2023, under the first phase of the $5 billion program, EPA provided $250 million in grants to 45 states, the District of Columbia, Puerto Rico, 82 metropolitan statistical areas, four territori...",3,FALSE
"“With nearly $1 billion in investment already made, school districts in rural and urban America have eagerly taken advantage of this program..",3,FALSE
"DOCKET 2: Transportation Programs, , EPA received $4 billion for two new programs to reduce emissions from the transportations sector..",3,FALSE
"About the Clean School Bus Program, , EPA’s Clean School Bus Program was created under President Biden’s Bipartisan Infrastructure Law and provides an unprecedented $5 billion of funding to transf...",3,FALSE
"With today’s announcement, EPA’s Clean School Bus Program has awarded nearly $2 billion and funded approximately 5,000 electric and low-emission school buses nationwide..",3,FALSE
"Of this funding, $15 million is dedicated towards new competitive grants for reclaim and innovative destruction technologies, $20 million is dedicated to EPA to carry out the AIM Act, and $3.5 mil...",3,FALSE
"Today, April 24, the US Environmental Protection Agency announced the launch of the nearly $1 billion Clean Heavy-Duty Vehicles Grant Program to fund the replacement of certain polluting heavy-dut...",3,FALSE
EPA anticipates approximately 70% of available funding will be for projects under the School Bus Sub-Program and approximately 30% of available funding will be for projects under the Vocational Ve...,3,FALSE
"Recently, the 2021 Bipartisan Infrastructure Law provided the largest EPA investment in recycling in 30 years, supporting improvements to waste management systems and programs..",3,FALSE
"Dedicate over $14 billion toward low-income and disadvantaged communities, including over $4 billion for rural communities as well as almost $1.5 billion for Tribal communities—ensuring that progr...",3,FALSE
"Through the 2024 Diesel Emissions Reduction Act Tribal and Territory Grants Notice of Funding Opportunity, EPA anticipates awarding approximately $9 million in total DERA funding to eligible appli...",3,FALSE
"Given the overwhelming demand and large number of high-scoring applications, including applicants in low-income communities, EPA has nearly doubled the amount of funding that will be awarded this ...",3,FALSE
"The National Trust Community Investment Corporation, Appalachian Community Capital’s partner, recently led the charge on a $5.7 million sustainable rehabilitation of the historic National Guard Ar...",3,FALSE
The US Environmental Protection Agency on Tuesday announced the selection of nine grant applicants to receive an expected $10.67 million in funding to enhance wildfire smoke preparedness and prote...,3,FALSE
"Just this past year in September, EPA selected 25 communities to receive grants totaling more than $73 million under the newly created Solid Waste Infrastructure for Recycling funding opportunity..",3,FALSE
"States, , Under the formula-based program for planning grants, the governments of all states, the District of Columbia, and Puerto Rico are eligible for up to $3 million..",3,FALSE
"Today, the US Environmental Protection Agency (EPA) announced Phase Two winners of the Cleaner Indoor Air During Wildfires Challenge..",3,FALSE
This area is anticipated to complement efforts currently being undertaken by states through recently announced formula grants..,3,FALSE
"The US Environmental Protection Agency (EPA) today announced settlements with Canadian-based Crescent Point Energy US Corp. (Crescent Point) and Houston, Texas-based EP Energy E & P Company, L.P. ...",3,TRUE
"Today, The US Environmental Protection Agency (EPA), the Justice Department and the Commonwealth of Massachusetts announced a settlement agreement with the City of Lowell, Massachusetts, requiring...",3,TRUE
"Today, April 10, The Environmental Protection Agency (EPA) and the US Department of Justice reached a settlement with Colonial Oil Industries Inc., that will require the company to pay a civil pen...",3,FALSE
"The combined penalties paid in these cases against Combs Investment Property, LP; Waysmos USA, Inc.; and Nature Gas Import and Export Inc., exceed $500,000..",3,FALSE
"The Environmental Protection Agency (EPA) and Justice Department today announced that Swinerton Builders has agreed to pay a $2.3 million penalty – divided between the United States, Alabama Depar...",3,FALSE
"The EP Energy settlement resolves similar violations across 246 production facilities and requires the company to pay a civil penalty of $700,000, take extensive measures to ensure future complian...",3,FALSE
"EP Energy emerged from bankruptcy on October 1, 2020, and the United States and Utah previously resolved alleged violations subject to a proof of claim in the bankruptcy court for $100,000..",3,FALSE
"The Justice Department, Environmental Protection Agency (EPA), California Air Resources Board (CARB) and the California Attorney General’s office today released the details of a proposed settlemen...",3,FALSE
The Crescent Point settlement requires the company to pay a civil penalty of $3 million for violations of requirements to control volatile organic compound (VOC) emissions from storage tanks at 30...,3,FALSE
"Apache will also spend over $1 million to offset the harm caused by the alleged violations by replacing, on an accelerated schedule, more than 400 pollutant-emitting pneumatic devices with non-emi...",3,FALSE
"Since it began in 2008, the GreenChill Store Certification Program has issued more than 4,400 annual certifications to over 1,300 individual stores..",3,TRUE
"Hillphoenix (Conyers, Ga.) achieved this recognition for the 11th consecutive year as the commercial systems manufacturer with the most systems installed in GreenChill Certified Stores in the last...",3,FALSE
"Hannaford – The Turner, Maine, store achieved GreenChill Store Certification for 10 consecutive years..",3,FALSE
"In 2022, there were nearly 900 GreenChill Certified Stores throughout the nation..",3,FALSE
"Weis Markets – The Danville, Pennsylvania, store achieved GreenChill Store Certification for five consecutive years..",3,FALSE
"Meijer – The Marysville, Ohio, store achieved GreenChill Store Certification for five consecutive years..",3,FALSE
"Store Recertification Excellence, , ALDI – A total of 109 locations across California, Connecticut, Georgia, Maryland, Massachusetts, Michigan Minnesota, New Hampshire, New Jersey, New York, Ohio,...",3,FALSE
"Since GreenChill launched in 2007, many food retailers have joined the Corporate Emissions Reduction Program (the Partnership) with the number of stores nearly tripling from 4,500 to more than 13,...",3,FALSE
"Publix Super Markets – Five locations in Alabama, North Carolina, and South Carolina achieved five-year recertifications..",3,FALSE
"On average, GreenChill food retailers maintain emissions rates that are approximately half the industry average, resulting in a significant benefit to the environment..",3,FALSE
"Store Certification Excellence, , ALDI (Batavia, Ill.) earned recognition for certifying 628 GreenChill Certified Stores over the past year, more stores than any supermarket chain has previously a...",3,FALSE
"First released in 2009, EPA’s list of cities with the most ENERGY STAR certified buildings shows how buildings across America are embracing energy efficiency as a simple and effective way to save ...",3,TRUE
"Coming in at first place for the fourth year in a row, Los Angeles leads with nearly 750 ENERGY STAR certified buildings..",3,FALSE
"Nearly 2.5 million energy-efficient new homes and apartments have earned ENERGY STAR certification to date, and about 10% of all US homes built in America earned the ENERGY STAR label last year..",3,FALSE
"Today, March 14, 2024, the US Environmental Protection Agency recognized 103 US manufacturing plants that earned the agency’s ENERGY STAR certification in 2023, a designation reserved for manufact...",3,FALSE
"Nissan North America, Inc., replaced more than 20,000 light fixtures with LEDs across all US manufacturing sites and conducted a combination of energy treasure hunts and third-party assessments ta...",3,FALSE
"Since 1992, ENERGY STAR and its partners helped American families and businesses avoid more than $500 billion in energy costs and achieve more than 4 billion metric tons of greenhouse gas reductio...",3,FALSE
ENERGY STAR certified buildings use an average of 35% less energy and are responsible for 35% less carbon dioxide emissions than typical buildings..,3,FALSE
More than 270 plants have achieved ENERGY STAR certification since 2006..,3,FALSE
ENERGY STAR certified buildings use an average of 35% less energy and are responsible for 35% fewer greenhouse gas emissions than typical buildings..,3,FALSE
"To develop the 1–100 ENERGY STAR score for vehicle dealerships, EPA relied on 2019 data from an industry survey conducted by the National Automobile Dealers Association..",3,FALSE
The assessment showed that the rule would reduce the number of people who have elevated air toxics-related cancer risk by 96% in those communities – and the final delivers those reductions..,3,FALSE
"In 2036 alone, the year the final reduction step is made, this rule is expected to prevent emissions of the equivalent of 171 million metric tons of carbon dioxide (CO2) – roughly equal to the ann...",3,FALSE
"Compliance with this robust settlement will result in annual reductions of more than 9,650 tons of Volatile Organic Compounds (VOCs) and 900 tons of methane, which equates to more than 25,000 tons...",3,FALSE
"In 2023, sources in both the Cross-State Air Pollution Rule annual program and the Acid Rain Program together emitted 0.65 million tons of SO2, a reduction of 11.2 million tons from 1995 levels..",3,FALSE
The total emission reductions of the proposal from 2022 to 2050 are projected to amount to the equivalent of 4.7 billion metric tons of CO2 – nearly equal to three years of US power sector emissio...,3,FALSE
"By slashing over 6,200 tons of toxic air pollutants annually and implementing fenceline monitoring, this addresses health risks in surrounding communities and promotes environmental justice in sta...",3,FALSE
"The regulatory impact analysis projects reductions of 1.38 billion metric tons of carbon pollution overall through 2047, which is equivalent to preventing the annual emissions of 328 million gasol...",3,FALSE
"While complying with programs to reduce SO2, NOx, and mercury, power plants reduced their CO2 emissions by 28% between 1995 and 2023..",3,FALSE
These commonsense standards will slash the source of a fifth of the nation’s carbon footprint..,3,FALSE
"Additionally in 2023, sources in these programs together emitted 0.64 million tons of NOx, a 5.2-million-ton reduction from 1995 levels..",3,FALSE
"These standards will avoid more than 7 billion tons of carbon emissions and provide nearly $100 billion of annual net benefits to society, including $13 billion of annual public health benefits du...",3,FALSE
"Over time, these rules will prevent more carbon pollution than the entire US economy coughs up in a year..",3,FALSE
Roughly half of this improvement resulted from units more effectively operating their existing controls and half resulted from increased utilization of more highly controlled units..,3,FALSE
"Accordingly, a reduction of 900 tons of annual methane reductions equates to more than 25,000 tons of CO2, akin to eliminating the use of more than 2.5 million gallons of gasoline annually..",3,FALSE
"The final rule is expected to avoid 7.2 billion tons of CO2 emissions through 2055, roughly equal to four times the emissions of the entire transportation sector in 2021..",3,FALSE
This project will reduce VOC emissions by approximately 370 tons per year as a result of installing emission control devices at uncontrolled facilities..,3,FALSE
"Additionally, ozone season (May 1 to September 30) NOX emissions decreased by 9% nationwide and 18% for the 10 states implementing the Good Neighbor Plan..",3,FALSE
"Compared to the existing MY 2026 standards, the final MY 2032 standards represent a nearly 50% reduction in projected fleet average GHG emissions levels for light-duty vehicles and 44% reductions ...",3,FALSE
"""Race is the No. 1 indicator for where toxic and polluting facilities are today.""",3,FALSE
"In fact, the transition would result in up to 110,000 fewer deaths and $1.2 trillion in public health benefits across the United States by 2050..",3,FALSE
Most U.S. households are currently food secureExit EPA’s website.,3,FALSE
"Radon remains a prominent health hazard in the United States, with millions of residences exhibiting elevated levels..",3,FALSE
"About 3.3 million homes in the US have children less than six years of age facing one or more lead-based paint hazards, including over 2 million low-income households..",3,FALSE
"Tens of millions of homes have already been tested, and millions of homes with high radon levels have been fixed..",3,FALSE
"“EPA estimates that in 2032, the nation will see 4,500 fewer premature deaths, 290,000 fewer lost workdays, 800,000 fewer cases of asthma symptoms and 2,000 fewer emergency department visits from ...",3,FALSE
"As the leading cause of lung cancer among non-smokers, radon accounts for approximately 21,000 lung cancer deaths annually..",3,FALSE
"In 2020 alone, reductions in air pollution prevented more than 230,000 premature deaths, 200,000 heart attacks, 120,000 emergency room visits, and 17 million lost workdays.",3,FALSE
More than 34 million homes in the US have lead paint somewhere in the building..,3,FALSE
"“Studies estimate that residential wood smoke emissions account for 10,000 – 40,000 premature deaths annually in the United States,” said Joseph Goffman, Principal Deputy Assistant Administrator f...",3,FALSE
Three key impacts of climate change are described in this section. A growing concentration of people live in the nation’s coastal areas.,3,TRUE
"For more specific examples of climate change impacts in your region, please see the National Climate AssessmentExit EPA’s website. Agriculture contributed more than $1.",3,TRUE
"“Since 1961, Africa has witnessed a one-third reduction in agricultural productivity due to climate change.”",3,FALSE
"Global warming will result in ""more evaporation"" and more rain in ""more places,"" and that's ""surely gotta shrink the deserts and expand the green growth.""",3,FALSE
“Every single county in New York has experienced a federal climate disaster between 2011-2021.”,3,FALSE
The continued melting of ice caps due to human-caused climate change could release long-dormant bacteria and viruses able to infect their targets,3,FALSE
"Some communities, including Boston, Houston, and Orlando, are seeing twice as many tidal flooding days each year as they did 20 years ago.",3,FALSE
Agricultural workers face several climate-related health risks.,3,FALSE
"The forest-products industry employs over 900,000 people in the United States.",3,FALSE
"For example, scientists predict that some areas, such as the Bering Sea, will see more kinds of fish as warming waters drive populations north.",3,FALSE
"Communities on the coasts also support more than 58 million jobs in the fishing, tourism, real estate, defense, and other industries.",3,FALSE
Climate Change Indicators in the United States: Health and Society. Centers for Disease Control and Prevention (CDC)Exit EPA’s website.,3,FALSE
"By 2050, up to $106 billion worth of coastal property will likely be below sea level if current trends continue. U.S. coastal counties face permanent inundation and flooding threats from sea level...",3,FALSE
"About 30% of all first responders develop depression, anxiety, or post-traumatic stress disorder after responding to a natural disaster or extreme weather event.",3,FALSE
"In vulnerable regions, the death rate from extreme weather events in the last decade was 15 times higher than in less vulnerable ones.",3,FALSE
"Most hired crop farmworkers are not migrant workers; instead, they work at a single location within 75 miles of their homes.",3,FALSE
Energy systems on both the Gulf and East Coasts face more risk of damage from flooding due to hurricanes and sea level rise.,3,FALSE
"For example, federal agencies that manage the nation’s natural resources are now considering climate change in polices and planning.",3,FALSE
"Rising temperatures and carbon dioxide concentrations may increase some crop yields, but the yields of major commodity crops (such as corn, rice, and oats) are expected to be lower than they would...",3,FALSE
Rising water and air temperatures have already forced some nuclear plants to temporarily close to lower the risk of overheating.,3,FALSE
The number of people employed in the transportation sector in 2020 represents 10% of the U.S. workforce.,3,FALSE
It also generates over $200 billion a year in sales and makes up about 6% of the U.S. manufacturing gross domestic product.,3,FALSE
The WHO conservatively projects 250 000 additional yearly deaths by the 2030s due to climate change impacts on diseases like malaria and coastal flooding.,3,FALSE
"Since early 2020, the U.S. Southwest has been experiencing one of the most severe long-term droughts of the past 1,200 years.",3,FALSE
"As the climate changes, average and extreme temperatures are increasing,9, 10 along heat waves.",3,FALSE
"Older adults, pregnant women, and children are at particular risk, as are people living in urban areas because of the additional heat associated with urban heat islands.",3,FALSE
"Increases in average and extreme temperatures and heat waves are expected to lead to more heat illnessesExit EPA’s website and deaths among vulnerable groups, including people with disabilities.",3,FALSE
"There are over two million farms in the United States, and more than half the nation’s land is used for agricultural production.",3,FALSE
"For example, rising temperatures, drought, and reduced snowfall are putting more pressure on water supplies in the Southwest.",3,FALSE
"Children, including adolescents under the age of 18, are often more vulnerable than the general population to the health impacts of climate change because:.",3,FALSE
The New York City metro area provided extra bus service after Superstorm Sandy to make up for flooded subway and commuter tunnels.,3,FALSE
"Summarizes climate change impacts, adaptation strategies, and mitigation strategies with a focus on ecosystems. EPA’s Report on Seasonality and Climate Change.",3,FALSE
Among the many examples cited by the 2018 National Climate AssessmentExit EPA’s website are an increase in heat waves and days with temperatures above 90°F; more extreme weather events such as sto...,3,FALSE
These zones are expected to increase in number and size as the ocean warms and heavier rains wash more nutrient-laden runoff into coastal waters.,3,FALSE
"With the poorest people largely uninsured, health shocks and stresses already currently push around 100 million people into poverty every year, with the impacts of climate change worsening this tr...",3,FALSE
"For example, the stress caused by rising water temperatures and ocean acidification could cost the shellfish industry hundreds of millions of dollars.",3,FALSE
Harmful algal blooms already cost the country nearly $1 billion each year from the loss of recreational fishing and boating revenue.,3,FALSE
"For example, many states are upgrading and protecting their energy infrastructure from extreme weather.",3,FALSE
"At the same time, some urban areas are experiencing repeated flooding from heavy rains that overwhelm drainage systems.",3,FALSE
"They also breathe at a faster rate, increasing their exposure to dangerous air pollutants. Children tend to spend more time outdoors than adults, increasing their exposure to heat and cold, rain a...",3,FALSE
"One study found that compared to men, women were at increased risk for PTSD and other mental health effects after a disaster.",3,FALSE
"Climate change can have pros and cons for U.S. shipyards, which support around $40 billion in gross domestic product.",3,FALSE
Many cities already experience urban heat islands.,3,FALSE
"With 2°C (3.6°F) of global warming, Hispanic and Latino individuals are 43% more likely to currently live in areas with the highest projected reductions in labor hours due to extreme temperatures..",3,FALSE
Three key impacts are described in this section. More than 100 million people in the United States live in areas with poor air quality.,3,FALSE
A 2023 EPA report quantifies projected health effects to children from climate change.,3,FALSE
"Even without the impacts of climate change, the United States’ water supply has begun to diminish.",3,FALSE
"In some coastal areas, more flooding is occurring as the sea level rises.",3,FALSE
"For example, a large heat wave off the West Coast in 2014 shut down crab fisheries and starved baby sea lions. Commercial and recreational marine fisheriesExit EPA’s website in some regions are at...",3,FALSE
"More than 60,000 miles of roads and bridges are located in U.S. coastal floodplains.",3,FALSE
"In the West, warmer temperatures and changes in precipitation are reducing snowpack.",3,FALSE
"In contrast, the Northeast and Southeast may experience more extreme storms and heavy rains, which can put aging water infrastructure (such as dams, sewers, and water treatment facilities) at risk...",3,FALSE
"In fact, more than three-fourths of all trade involves marine transportation. Damage to the coasts, such as from hurricanes and flooding, has negative impacts on the economy.",3,FALSE
It further reveals that 3. billion people already live in areas highly susceptible to climate change.,3,FALSE
"By 2050, up to $106 billion worth of coastal property will likely be below sea level if current trends continue. More intense rains.",3,FALSE
"For example, childhood disability has been rising in recent years, with the rates highest among American Indian and Alaska Native children and those living in poverty. As the climate changes, some...",3,FALSE
"Intense, single-day rainstorms are rising, increasing the risk of urban flooding, especially in areas with a lot of paved surfaces.",3,FALSE
Coastal counties produce more than $9.,3,FALSE
Forests and woodlands cover more than 822 million acres of land in the United States—about 36% of the country’s total land.,3,FALSE
"Increases in average and extreme temperatures are expected to lead to more heat illnesses and deaths among vulnerable people, including pregnant women.",3,FALSE
Among the health impacts cited by the 2018 National Climate AssessmentExit EPA’s website are the following:.,3,FALSE
"There were more than 75 million older adults (60 years or older) in the United States in 2019, making up over one-fifth of the population.",3,FALSE
"Mold, dust mites, bacteria, and other indoor pollutants may increase as climate change-related precipitation and storms increase.",3,FALSE
"For example, a disproportionate number of flood-related deaths from Hurricane Katrina were older adults. Not everyone will be able to prepare for or respond equally to climate change threats in co...",3,FALSE
"For instance, Native American/Alaska Native infants are hospitalized more for diarrheal disease than infants in the general U.S. population—often due to a lack of safe and reliable drinking water.",3,FALSE
"Yet, elsewhere, communities are relocating entirely; members of the Isle de Jean Charles Band of the Biloxi-Chitimacha-Choctaw Tribe are planning to resettle inland after losing 98% of their triba...",3,FALSE
These shifts are projected to result in losses of hundreds of millions of dollars each year by the year 2100.,3,FALSE
"Climate change impacts to coastal communities affect not only human health, but also properties, infrastructure, and services. More than $1 trillion worth of property is located within 700 feet of...",3,FALSE
"Consolidates all federal resources that present information, tools, or strategies on managing heat-related illnesses. AirNow Air Quality Index.",3,FALSE
"Transportation systems are also vulnerable to multiple climate change stressors, including extreme temperatures and heavy precipitation.",3,FALSE
Pacific island communities are already experiencing saltwater contamination of groundwater systems due to sea level rise.,3,FALSE
"By 2050, up to $106 billion worth of coastal property will likely be below sea level if current trends continue.",3,FALSE
